label	rf_blosum	rf_aaindex	aaindex_max2	aaindex_max3	aaindex_max4	aaindex_max10	aaindex_max50
0	0.91	0.84	0.22712277179298263	0.2558222114158982	0.2600968815127971	0.6157318922873898	0.934
0	0.39	0.53	0.09937828493552285	0.09212425853545715	0.09120050922155908	0.24153541238119097	0.54
0	0.49	0.3	0.09574841699905239	0.09212425853545715	0.09017629037169586	0.1169301128173033	0.42
0	0.15	0.3	0.08774467353629209	0.08659921839963353	0.0765283089855477	0.05145617865974555	0.33
1	0.99	0.97	0.5485605107396244	0.5552106848418028	0.6591048065277282	0.9094174115470259	0.98
0	0.03	0.32	0.09091605071522857	0.09017939571345028	0.09884757529405862	0.2180383552153743	0.41
0	0.14	0.31	0.08774467353629209	0.08659921839963353	0.0765283089855477	0.060571374539879576	0.36
0	0.9	0.83	0.44160943872552477	0.46093275008707196	0.6374689953708337	0.8627492182987452	0.77
0	0.03	0.09	0.10222880897046974	0.10080748757561768	0.0997333677677897	0.12190127198056219	0.04
0	0.15	0.34	0.08774467353629209	0.08659921839963353	0.0765283089855477	0.05555843546806088	0.39
0	0.05666666666666667	0.08	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.09671872953378215	0.07166666666666666
0	0.91	0.94	0.4472646111393179	0.46377908297355175	0.6428871259260472	0.9427366562949686	0.91
0	0.92	0.92	0.4472646111393179	0.46093275008707196	0.645818011178977	0.9031283558997116	0.93
0	0.16	0.16	0.10287086443836492	0.10080748757561768	0.09973303684899122	0.12092608080707304	0.11
0	0.1	0.17	0.10315005700808103	0.10080748757561768	0.0997333677677897	0.1224001934354404	0.16
0	0.04	0.05	0.08798154609280977	0.08836112588020618	0.08250714525674492	0.0439578284739298	0.06
0	0.4620000000000001	0.4725	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.10961131380805954	0.45833333333333337
0	0.06	0.06	0.08798154609280977	0.08836112588020618	0.08250714525674492	0.041986842752420414	0.02
0	0.41	0.35	0.5588323334422227	0.5669478563935609	0.5660458064244568	0.6406474906467515	0.31
1	0.76	0.77	0.5554306568993972	0.5584445730849431	0.5747724728775155	0.5853565047000608	0.65
0	0.26	0.17	0.09080592474311473	0.09125579558932782	0.09108224927266702	0.10957886429620953	0.22
0	0.29	0.37	0.5554306568993972	0.559736961563291	0.5738226064810774	0.5740860140989884	0.23
1	0.94	0.94	0.6194242918815153	0.6165225035238091	0.6757875922942354	0.8004317323167652	0.89
1	0.33	0.22	0.15612378237511298	0.1916847337276416	0.20744450829986721	0.13350465617244833	0.25
0	0.15	0.12	0.10074095665143863	0.09938099062737273	0.09822738840782684	0.11163527188097777	0.12
0	0.07	0.18	0.10170279209682938	0.10121067607322386	0.09884730081941956	0.13682698952706013	0.18
0	0.11	0.27	0.08764168380636411	0.088503662399091	0.08335974544922788	0.10133002447260447	0.37
0	0.77	0.83	0.09174161642513003	0.10468812907628747	0.11377533570351953	0.334740225472106	0.85
0	0.07	0.07285714285714286	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.11253137936694899	0.04
0	0.19	0.41	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.08473878253549838	0.44
1	0.78	0.78	0.21933604931555198	0.1743245534158688	0.17834746598622583	0.37346570406815727	0.75
0	0.71	0.8	0.2571205845988141	0.26869754452455524	0.2641943943620287	0.3818020996833569	0.72
0	0.29	0.43	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.07999064252681144	0.54
0	0.2	0.36	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.08406354626851613	0.395
0	0.1	0.12	0.09574841699905239	0.09212425853545715	0.09017629037169586	0.11087412347673949	0.13
1	0.64	0.81	0.08764168380636411	0.088503662399091	0.08335974544922788	0.14035750329954932	0.81
0	0.19	0.24	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.07938742235284434	0.23
0	0.315	0.39	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.07763318905009581	0.41
0	0.04	0.16	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.09420678013630698	0.1
0	0.26	0.17	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.12124152009288638	0.16
1	0.73	0.72	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.1618704226252211	0.76
0	0.73	0.72	0.15917054320903862	0.19930368094870446	0.21757018624075328	0.30373457840763235	0.82
0	0.11	0.13	0.08764168380636411	0.09082901431913042	0.08475462846555509	0.19383482817857597	0.26
0	0.56	0.74	0.08764168380636411	0.09061609547560717	0.08335974544922788	0.21366346503924152	0.68
0	0.98	0.94	0.34509533993742425	0.3779870116272975	0.5114888482384683	0.9523536344923588	0.91
0	0.15	0.11	0.08911534215735972	0.08919799070966744	0.08080033601039563	0.06923650807877317	0.08
0	0.98	0.95	0.3469685427307968	0.37446334174878887	0.5135298757201594	0.9695657315221768	0.93
0	0.86	0.85	0.3403158910999515	0.35624292554741727	0.468699288946326	0.8796852563813112	0.83
0	0.91	0.95	0.3437971655518603	0.3662158577199448	0.4810771079203115	0.9276991551875615	0.9
1	0.99	0.97	0.3469685427307968	0.37905116063849453	0.5163871299251646	0.9335454862415454	0.98
0	0.04	0.08666666666666666	0.08911534215735972	0.08919799070966744	0.08080033601039563	0.06670795270563074	0.08
0	0.13	0.45	0.08911534215735972	0.08919799070966744	0.08825095787962217	0.2569280566991461	0.52
0	0.235	0.42	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.08436104069650177	0.38666666666666666
0	0.85	0.85	0.4006238089675876	0.41066432978016915	0.47333137008173476	0.5343751367858272	0.83
0	0.03	0.08583333333333332	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.09919234572106347	0.11
0	0.24	0.36	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.07011678387147384	0.49
0	0.81	0.799	0.09261774344082033	0.09826483887944835	0.10809388762217173	0.22603132871964757	0.77
0	0.17	0.305	0.08944636626188386	0.09082366919085277	0.09172263408316557	0.1541173823727534	0.29
1	0.93	0.86	0.6179886334892131	0.6189435476446059	0.6694320074697684	0.7724964594943063	0.87
0	0.54	0.48	0.6122130818329776	0.6079657855796412	0.6419798196513996	0.609786245813216	0.54
0	0.37	0.3	0.08911534215735972	0.08919799070966744	0.09389932613259765	0.11138950938976938	0.47
0	0.06	0.035	0.08764168380636411	0.0875055018281588	0.08233552659936468	0.04309887345990608	0.02
1	0.83	0.79	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.10012227379479897	0.74
0	0.17	0.365	0.08944636626188386	0.09082366919085277	0.09172263408316557	0.1295870512813638	0.33
0	0.4066666666666666	0.4524999999999999	0.09307623419835431	0.08733983493214731	0.08770249689663565	0.2327324757778588	0.57
0	0.75	0.84	0.09261774344082033	0.09826483887944835	0.10582583834726139	0.22441432488716348	0.82
0	0.15	0.09	0.08764168380636411	0.0888489666576171	0.08373040961569188	0.05029953531192664	0.05
0	0.20666666666666667	0.42	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.08191651146445812	0.3725
0	0.2978333333333334	0.375	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.12137832391516826	0.37
1	0.61	0.79	0.08764168380636411	0.08899460594438155	0.08335974544922788	0.11076245170186126	0.82
0	0.3	0.48	0.08764168380636411	0.088503662399091	0.08335974544922788	0.11673896864131514	0.51
0	0.21	0.36	0.08944636626188386	0.09082366919085277	0.09172263408316557	0.1557183212153321	0.3225
0	0.09	0.2	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.10146854620437816	0.235
0	0.33399999999999996	0.493	0.09307623419835431	0.08733983493214731	0.08770249689663565	0.26662880800221433	0.5
0	0.07	0.08	0.08774467353629209	0.08659921839963353	0.07678281498801427	0.035296810213495435	0.19
0	0.25	0.36	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.07376847610378341	0.33
0	0.36	0.48	0.08764168380636411	0.08899460594438155	0.08335974544922788	0.11010493768097981	0.39333333333333337
0	0.36	0.39	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.13917745952078903	0.455
0	0.17	0.33	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.10665726131007852	0.32
0	0.79	0.64	0.4017632605258733	0.4138607223995398	0.468486385477988	0.6127689830603029	0.75
0	0.59	0.5966666666666667	0.31246413826516856	0.27174616759332265	0.26795209438855694	0.4797226096875671	0.6583333333333334
0	0.6432142857142857	0.451	0.30714190280947945	0.27272146352385723	0.2636294890330217	0.4922074575141599	0.4355
1	0.85	0.8	0.555176659474226	0.5633771049161796	0.5740843347500763	0.6277753484126495	0.86
1	0.94	0.9	0.5587319346412538	0.5604487918509005	0.5738679312999586	0.6494129306631486	0.89
0	0.5386666666666666	0.58	0.30879555236885037	0.2748723902159784	0.271014957815232	0.5325999247287946	0.6933333333333332
0	0.21	0.27	0.5347733048751612	0.5375802824185993	0.5285900059545853	0.5053311117658495	0.22
1	0.99	0.9075	0.5367866605826027	0.5313676535401759	0.5208956986772073	0.5970515451818019	0.89
1	1.0	0.95	0.5587006192848025	0.5543038386758421	0.5572209004153925	0.6375213084757348	0.97
0	0.16	0.17	0.09080592474311473	0.09097777088756052	0.09108224927266702	0.1092619678916838	0.18
0	0.79	0.8	0.5447445173508403	0.5473816910989585	0.5452870481349543	0.5504807388928703	0.79
0	0.7248809523809524	0.462	0.3043047830452567	0.27490705429850876	0.259345419503146	0.4682900087150965	0.45
0	0.5333333333333333	0.6725	0.30912515187185413	0.2747255628872603	0.26689783447946175	0.571813055074092	0.66
0	0.25	0.18	0.6116250348209951	0.6130874735753459	0.6442836573818989	0.4514445274189511	0.18
0	0.61	0.57	0.6142168691477107	0.6159474372211488	0.6562706406263594	0.6314663225696672	0.59
0	0.14	0.14	0.08857023924619355	0.08733983493214731	0.08546927119043204	0.05148588215730224	0.1
0	0.98	0.93	0.3733313845718442	0.3359244163831521	0.36060372361658577	0.8175244477057407	0.92
1	0.23	0.12933333333333333	0.15763756638194415	0.18817914190268212	0.21091628671017557	0.11954902818926269	0.285
0	0.09	0.16	0.09891979417798887	0.1023609328160944	0.11882156469823307	0.23599974266121415	0.07
0	0.92	0.89	0.3751523476320927	0.33590483163754137	0.3505925824756739	0.8187064043054562	0.9
0	0.74	0.83	0.550433713532997	0.5521487231130867	0.6458916983037711	0.7788294875398898	0.84
0	0.22	0.335	0.08944636626188386	0.09082366919085277	0.09172263408316557	0.13032014133286268	0.28
0	0.3	0.35	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.08816266272396904	0.33
0	0.88	0.89	0.08774467353629209	0.08659921839963353	0.07678281498801427	0.117627169022928	0.86
0	0.78	0.86	0.550433713532997	0.5521487231130867	0.6500864152046334	0.8303493207331953	0.76
0	0.93	0.92	0.4472646111393179	0.4623505115449803	0.6371677180974382	0.9350469181336105	0.87
0	0.09	0.06	0.08911534215735972	0.08919799070966744	0.08080033601039563	0.07100749580395752	0.08
1	0.92	0.9	0.34168015808675156	0.3532169515214432	0.4593513068967958	0.8986669884109346	0.92
0	0.29	0.6183333333333334	0.09198382250614541	0.11053272785640654	0.12983948352136276	0.3968266076151771	0.6875
1	0.85	0.78	0.08911534215735972	0.08919799070966744	0.08080033601039563	0.08741221596795792	0.84
0	0.265	0.53	0.08911534215735972	0.08919799070966744	0.08839381543572804	0.22338456056680894	0.57
0	0.95	0.95	0.44618801539463704	0.46093275008707196	0.6304341952493563	0.9746283663366561	0.93
0	0.535	0.5225	0.31587775216646674	0.2731090173949803	0.2728937313550788	0.5748033060335128	0.54
0	0.6603571428571428	0.595	0.30940797618408233	0.2698668425000237	0.2638287926364913	0.4715061330693051	0.5
0	0.34	0.36	0.5228357556272477	0.5251910133336191	0.4982488787366848	0.42180407745802156	0.34
0	0.62	0.55	0.5455660893297406	0.5521782492341555	0.5360912019280236	0.49312129202356936	0.51
0	0.43	0.75	0.5415012810182995	0.5385497302450858	0.5385396516113443	0.5331928379942483	0.68
1	0.54	0.54	0.5440503589706035	0.553081380618091	0.5470208108788043	0.561941415851769	0.61
0	0.9	0.91	0.40117661862859494	0.41403585777516677	0.47927250315396547	0.730801056050985	0.95
1	0.13	0.17	0.5490048985550662	0.5541890451432436	0.5552825195870772	0.44406244003836826	0.08
1	0.83	0.83	0.5455034787515792	0.5539882619029306	0.5606002148680899	0.5749540694876424	0.8
0	0.02	0.044000000000000004	0.08798154609280977	0.08836112588020618	0.08250714525674492	0.047925182651705554	0.0
0	0.19	0.35	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.10296338049967418	0.3
0	0.33833333333333326	0.57	0.3115606908592351	0.2713708350314128	0.2621052737781001	0.5098607051902952	0.5733333333333333
0	0.92	0.76	0.40392594058962783	0.41292227839379686	0.47143706581098127	0.7656542280145564	0.86
1	0.8075	0.68	0.2595778416214707	0.27026032230949015	0.2697338420780168	0.37663977177726926	0.695
1	0.96	0.92	0.25974637848001286	0.2768401946357355	0.27153267560195965	0.47645042929516956	0.94
0	0.74	0.68	0.22879999973174786	0.25582368468162836	0.2602436597965298	0.5623847768446684	0.63
0	0.91	0.86	0.23008248211858523	0.25595464727281764	0.26582829427215365	0.6394344009531097	0.92
0	0.1	0.12	0.10404333902714184	0.10004150314089304	0.09844547680768696	0.14654291495425345	0.11
0	0.25	0.21	0.10308150358175108	0.10004150314089304	0.09750702219599772	0.13596459846134212	0.11
0	0.45	0.15	0.1057680075262632	0.10004150314089304	0.10068342356587046	0.14582318772024072	0.24
0	0.15	0.31	0.08774467353629209	0.08659921839963353	0.07678281498801427	0.06289363769253073	0.29
0	0.11	0.28	0.08774467353629209	0.08659921839963353	0.07678281498801427	0.061400081240225265	0.29
0	0.11	0.33	0.08774467353629209	0.08659921839963353	0.07678281498801427	0.0511924483372761	0.34
1	0.39	0.27	0.09080592474311473	0.09146871443285107	0.09108224927266702	0.11752957080677433	0.37
0	0.174	0.17	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.09641574307230298	0.14
0	0.03	0.03	0.08798154609280977	0.08836112588020618	0.08250714525674492	0.04402073211927911	0.05
0	0.03	0.01	0.08798154609280977	0.09184496013891165	0.08755150129313805	0.053146938236598586	0.02
0	0.31	0.33	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.11834090372801022	0.35
0	0.65	0.55	0.618704268181083	0.6116698131744611	0.6752585962957643	0.7168819333403087	0.62
0	0.88	0.9	0.09081306098530058	0.10177103872074214	0.11432623694404954	0.49809919883862647	0.88
0	0.77	0.74	0.09080592474311473	0.08914336251281166	0.09108224927266702	0.10634761596247232	0.65
0	0.9	0.93	0.34168015808675156	0.3532169515214432	0.4581525662664739	0.8920051864116612	0.87
0	0.11	0.53	0.08881244532720894	0.09728356547921005	0.11826510913666213	0.24687447950523908	0.54
0	0.07	0.12	0.09080592474311473	0.0896343060581022	0.09108224927266702	0.10407779340298186	0.17
0	0.25	0.36	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.10188917982053329	0.32
1	0.97	0.93	0.6102336458536879	0.6103131892554403	0.6488410641948521	0.6766222739394556	0.81
1	0.95	0.98	0.6188877746339415	0.6149520318507946	0.6751148251499604	0.8006904319569753	0.96
0	0.13	0.13	0.10126697352507899	0.10073164398596346	0.09823830972579838	0.10152908159374113	0.19
1	1.0	1.0	0.4013903947672645	0.4067442101424741	0.4486536786092082	0.6317693074347173	0.98
0	0.2925	0.32	0.09307623419835431	0.08733983493214731	0.09114868700387131	0.25791452767411677	0.52
0	0.19	0.22	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.06474083867506346	0.33
0	0.91	0.94	0.38152944996583266	0.34225857448665914	0.35635462438066384	0.8267887334446753	0.85
0	0.12	0.11	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.0919591806103817	0.07
0	0.285	0.28	0.10681263408710728	0.09938099062737273	0.10206201106256595	0.1437159537375001	0.34
1	0.97	0.96	0.6179446441001626	0.6134980363457647	0.6766655642015528	0.7907099143729677	0.98
0	0.77	0.84	0.544960006506326	0.5246336775551401	0.6134124200085245	0.8344214140747782	0.74
0	0.5	0.65	0.5430868037129535	0.5246336775551401	0.6117279871789281	0.7575989900632186	0.67
0	0.94	0.83	0.6137493837262239	0.6139417168349239	0.6415129560655896	0.6890719036517116	0.86
0	0.09	0.05	0.08911534215735972	0.08919799070966744	0.08080033601039563	0.0674279556525848	0.06
0	0.37	0.5713333333333332	0.09198382250614541	0.11053272785640654	0.12983948352136276	0.3690901627410757	0.5266666666666666
0	0.28	0.4383333333333333	0.09198382250614541	0.11053272785640654	0.12983948352136276	0.3473489245668104	0.5466666666666667
0	0.39	0.5746666666666667	0.09198382250614541	0.11053272785640654	0.12983948352136276	0.4155480947130173	0.6075
0	0.0	0.02	0.08774467353629209	0.08659921839963353	0.07678281498801427	0.02874751785782031	0.01
0	0.11	0.11	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.062244813581734934	0.12
1	0.97	0.98	0.550433713532997	0.5552106848418028	0.6406237275124604	0.9116706593016657	0.91
0	0.53	0.53	0.6202455380646213	0.6098784860444774	0.6705602074191269	0.6489336404221038	0.62
1	0.92	0.9	0.550433713532997	0.551505982835214	0.6343901409475162	0.8061302502702832	0.9
0	0.27	0.32	0.5355114737789389	0.5236617063849652	0.5188553528802644	0.39109226616068987	0.33
1	0.95	0.9	0.5733590207798357	0.5831035327825183	0.5873526419286926	0.714337267750375	0.89
0	0.1	0.24	0.5586715152284488	0.5661566983912624	0.5577799611162806	0.5636959444873948	0.14
0	0.24	0.19	0.09080592474311473	0.0896343060581022	0.09108224927266702	0.104704177238632	0.21
1	0.26	0.18	0.5542257735960272	0.553456956412865	0.5512287393668212	0.5360918583164982	0.25
0	0.89	0.95	0.4435453993166578	0.4622172381098201	0.6338175073271133	0.9508590348604982	0.92
0	0.86	0.91	0.4435453993166578	0.4623505115449803	0.626696141977457	0.9024570391118858	0.96
0	0.47733333333333333	0.56	0.31125175793925036	0.26925816184463774	0.26212553149737217	0.586871972424853	0.5695
0	0.45333333333333337	0.55	0.3134400382470032	0.2739476010311328	0.2642137604328099	0.5837740573527541	0.7316666666666666
0	0.07	0.25	0.08798154609280977	0.08836112588020618	0.08554487048197014	0.06390184917271974	0.24
0	0.72	0.69	0.622558436347617	0.6135727436646912	0.6863513306395884	0.6854637859530325	0.64
0	0.18	0.15	0.5272994701277043	0.5267370241686623	0.4951663866057161	0.33565417934540875	0.09
0	0.33333333333333326	0.51	0.3118723090239671	0.27515350806979916	0.2666577782135057	0.5826502850164401	0.49
0	0.222	0.32	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.10570780861180797	0.31
0	0.67	0.78	0.09080592474311473	0.09076485204403728	0.09108224927266702	0.10951010286019605	0.7
0	0.17	0.12	0.10044488291283703	0.09964047209263036	0.0945986746282998	0.12550832789257	0.15
0	0.69	0.72	0.3972208729258766	0.4077767831164478	0.44422665534386063	0.47325732184525376	0.71
0	0.24	0.23	0.25974637848001286	0.2713808111636886	0.2554768351062508	0.2666479831326773	0.24
0	0.08	0.2	0.08857023924619355	0.08733983493214731	0.08546927119043204	0.07444203024354419	0.19
0	0.28	0.22	0.2595778416214707	0.27026032230949015	0.27058096617719063	0.27428376124550363	0.2053333333333333
0	0.27	0.245	0.25841712347308216	0.26943655016778323	0.26610421836026144	0.1931039043506722	0.23600000000000002
0	0.74	0.63	0.40127959651120376	0.4127910946746261	0.4677149808827096	0.5789776177204223	0.79
0	0.64	0.67	0.6180153876665041	0.6127238492049824	0.6459032705875822	0.6860104490575574	0.56
0	0.93	0.91	0.6310665453777137	0.61206303751528	0.6824803943006288	0.8196816913432259	0.93
0	0.87	0.69	0.6221914440640733	0.6163449621338882	0.6848487337741037	0.6080686592461081	0.66
0	0.27	0.26	0.6207515379593196	0.615102874171986	0.6895517909288484	0.49612434648678727	0.31
0	0.77	0.75	0.6252158042018143	0.6208970613537282	0.7074846460805309	0.8003716485822572	0.78
0	0.38	0.27	0.10681263408710728	0.09938099062737273	0.10323488890935684	0.13202659318264717	0.35
0	0.095	0.11	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.06948617515939474	0.08
0	0.08	0.1	0.09574841699905239	0.09212425853545715	0.09017629037169586	0.1031599118048431	0.15
0	0.86	0.7	0.43827254230098006	0.43349182040707396	0.6202031796799148	0.8260567240038035	0.86
0	0.12	0.05	0.09574841699905239	0.09212425853545715	0.09017629037169586	0.10307197833221282	0.11
0	0.74	0.7	0.09574841699905239	0.09212425853545715	0.09017629037169586	0.11382579786248544	0.7366666666666666
0	0.12	0.325	0.08774467353629209	0.08659921839963353	0.07678281498801427	0.06352815362580605	0.31
0	0.88	0.85	0.3653161071555137	0.33209835884144184	0.3454052169781034	0.7912137835534584	0.81
0	0.01	0.04	0.08764168380636411	0.088503662399091	0.08335974544922788	0.09009967123431092	0.02
0	0.07	0.18	0.08774467353629209	0.08659921839963353	0.07780703383787749	0.06418760692855618	0.2
0	0.07	0.0675	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.10111122216739918	0.05
0	0.03	0.07	0.08764168380636411	0.09012515193031662	0.08335974544922788	0.0785821526965386	0.08
0	0.32	0.135	0.08944636626188386	0.08733983493214731	0.08667827804677243	0.11151361787342778	0.12
0	0.51	0.51	0.09261774344082033	0.09826483887944835	0.10809388762217173	0.1373464989310993	0.525
1	1.0	0.97	0.4472646111393179	0.4622172381098201	0.6410598483471133	0.9631519830544027	1.0
0	0.18	0.28	0.09091605071522857	0.10008652016899484	0.10712413631390541	0.23183222601371678	0.22
0	0.29	0.36	0.08774467353629209	0.08659921839963353	0.0765283089855477	0.11863126786572403	0.34
0	0.19	0.22	0.10145596779290514	0.09938099062737273	0.09626576701973305	0.12185415861165354	0.19
1	0.61	0.54	0.5669613589237381	0.575912261613752	0.5789974403932532	0.6550312240368519	0.59
0	0.05	0.02	0.08911534215735972	0.08919799070966744	0.08080033601039563	0.06409305520223141	0.09
0	0.1	0.43	0.08911534215735972	0.08919799070966744	0.08839381543572804	0.21824270183065153	0.45
0	0.92	0.89	0.34168015808675156	0.3516551066577116	0.46715411761637154	0.9046473984847628	0.77
0	0.19	0.18	0.08774467353629209	0.08659921839963353	0.07755252783541093	0.06667386084738988	0.09
0	0.07	0.04	0.08774467353629209	0.08659921839963353	0.0765283089855477	0.03471667525921227	0.05
0	0.22	0.34	0.09137454147276255	0.08659921839963353	0.07755252783541093	0.11751541737689011	0.3
0	0.79	0.87	0.4472646111393179	0.46093275008707196	0.6324849538137172	0.8541974843367462	0.83
0	0.64	0.69	0.550433713532997	0.5542915802559438	0.6372225666828613	0.6503744198848121	0.77
0	0.23	0.21	0.09080592474311473	0.0896343060581022	0.09108224927266702	0.10258552326979307	0.22
0	0.19333333333333336	0.37	0.08774467353629209	0.08659921839963353	0.0765283089855477	0.08682593618328717	0.3475
0	0.69	0.66	0.40023616118587796	0.4109566026400861	0.4662071267477593	0.609575864935238	0.66
0	0.77	0.83	0.576718022289799	0.5732640247936583	0.5754752716347048	0.6204806705398316	0.84
0	0.76	0.74	0.09080592474311473	0.08914336251281166	0.09108224927266702	0.10981217801826905	0.71
0	0.81	0.78	0.6233180604285377	0.6172002276856814	0.6880420587485258	0.7288496447011171	0.81
0	0.21	0.16	0.5540114106171928	0.5518713843122324	0.5599029034326146	0.5211681183949348	0.19
0	0.44666666666666666	0.6183333333333334	0.3117492673871001	0.2745024382389574	0.2654799534901145	0.5251910822470958	0.48619047619047623
0	0.49666666666666665	0.5883333333333334	0.3111449364872346	0.27595627322208327	0.26896726405881244	0.527457733852903	0.49
0	1.0	1.0	0.5731716492359191	0.5732679093282101	0.5973358228981032	0.9165188654927949	1.0
0	0.49	0.37	0.5398802864531749	0.5324767538617047	0.5339783672504087	0.4963566656632732	0.45
0	0.73	0.83	0.6279493759317268	0.6238967563661568	0.6961834191970847	0.7573138907137633	0.78
0	0.96	0.93	0.2623102701136439	0.2814241051088743	0.28793455262108325	0.5092652107614473	0.88
0	0.2406666666666667	0.21666666666666667	0.2611495519652554	0.2724362451802118	0.2687457478007001	0.28543243402517665	0.22
1	0.87	0.88	0.09220010718266401	0.08733983493214731	0.08649349004029525	0.13733895036125188	0.87
1	0.96	0.99	0.6255638962428764	0.6190562992906978	0.6907294114330371	0.8805681938471072	0.96
0	0.1125	0.39333333333333337	0.09091605071522857	0.10394751254377368	0.10367443148413345	0.2236687135065633	0.3266666666666667
0	0.32	0.31	0.6239634561412748	0.6083764830108535	0.6813408273180278	0.512244834212622	0.34
0	0.91	0.93	0.3768699602914374	0.3391417151686664	0.36583626994346125	0.8450871057678334	0.94
0	0.87	0.7	0.5483303252564307	0.5269126921436436	0.6165247686899782	0.7494084019519225	0.71
0	0.065	0.05	0.08774467353629209	0.08659921839963353	0.07755252783541093	0.06757355398782348	0.08
